amount,velocity,failed_attempts,is_fraud,hour,day_of_week,currency_EUR,currency_INR,currency_USD,transactionType_PAYMENT,transactionType_TRANSFER,transactionType_WITHDRAW,channel_ATM,channel_CARD,channel_MOBILE,channel_NETBANKING,status_PENDING,status_SUCCESS
7588,2,2,1,7,3,0,0,1,1,0,0,1,0,0,0,1,0
960,4,4,1,19,4,1,0,0,1,0,0,1,0,0,0,1,0
9381,3,3,1,23,3,0,1,0,1,0,0,1,0,0,0,1,0
7265,1,0,0,21,5,1,0,0,0,1,0,0,0,0,1,0,1
7623,5,0,1,21,5,0,0,1,0,1,0,0,0,1,0,1,0
9413,2,1,0,19,4,0,1,0,0,1,0,1,0,0,0,0,1
112985,6,1,1,11,6,1,0,0,0,0,1,0,1,0,0,1,0
171702,1,4,1,12,5,1,0,0,0,1,0,0,0,0,1,1,0
9311,6,1,1,10,6,1,0,0,0,1,0,0,0,1,0,1,0
4747,0,0,0,20,3,0,1,0,1,0,0,0,0,1,0,0,1
2103,5,3,1,22,6,0,1,0,1,0,0,1,0,0,0,1,0
155665,0,4,1,11,5,0,0,1,1,0,0,1,0,0,0,1,0
5739,2,0,0,2,1,1,0,0,1,0,0,0,1,0,0,0,1
115110,4,2,1,20,5,0,0,1,0,0,1,0,0,1,0,1,0
19558,2,0,0,9,5,0,1,0,1,0,0,0,0,1,0,0,1
131025,0,4,1,18,6,0,0,1,0,1,0,1,0,0,0,1,0
95385,2,2,1,3,5,0,0,1,0,1,0,1,0,0,0,1,0
88101,5,4,1,18,5,1,0,0,1,0,0,1,0,0,0,1,0
197353,3,4,1,7,4,1,0,0,0,0,1,0,1,0,0,1,0
2571,3,4,1,11,0,1,0,0,0,0,1,1,0,0,0,1,0
16519,4,1,1,14,6,1,0,0,0,1,0,1,0,0,0,1,0
2779,2,2,1,19,5,0,1,0,1,0,0,0,0,0,1,1,0
15900,2,4,1,23,3,0,1,0,1,0,0,0,0,0,1,1,0
117106,3,1,1,3,2,0,1,0,0,1,0,0,1,0,0,1,0
3512,6,1,1,9,3,1,0,0,0,1,0,0,1,0,0,1,0
197,1,0,0,9,0,0,0,1,1,0,0,0,0,1,0,0,1
4347,1,2,1,23,3,0,1,0,0,1,0,0,1,0,0,1,0
4752,4,4,1,7,0,1,0,0,0,0,1,1,0,0,0,1,0
127893,3,1,1,6,0,1,0,0,0,1,0,0,0,1,0,1,0
148713,1,4,1,23,4,0,0,1,0,0,1,0,0,0,1,1,0
12949,3,1,0,23,3,0,0,1,0,1,0,1,0,0,0,0,1
184543,5,0,1,13,6,0,1,0,0,0,1,0,0,1,0,1,0
18350,4,0,1,17,1,0,1,0,1,0,0,0,1,0,0,1,0
3482,1,1,0,6,5,0,1,0,0,0,1,1,0,0,0,0,1
9113,4,1,1,17,6,1,0,0,1,0,0,0,0,0,1,1,0
12120,0,0,0,12,5,1,0,0,1,0,0,0,0,1,0,0,1
5810,2,4,1,16,2,0,1,0,0,1,0,0,0,1,0,1,0
3334,0,2,1,11,5,0,1,0,0,0,1,1,0,0,0,1,0
2542,2,3,1,7,5,1,0,0,0,1,0,1,0,0,0,1,0
139032,1,1,1,17,2,0,1,0,1,0,0,1,0,0,0,1,0
1504,0,0,0,14,1,0,0,1,0,1,0,0,0,1,0,0,1
175277,0,3,1,1,5,0,0,1,0,0,1,0,0,1,0,1,0
4089,5,2,1,12,3,0,0,1,0,1,0,0,0,1,0,1,0
16240,2,4,1,19,0,1,0,0,0,1,0,0,0,0,1,1,0
4970,0,2,1,3,5,1,0,0,0,0,1,0,0,0,1,1,0
4621,6,0,1,8,0,0,0,1,0,1,0,0,0,1,0,1,0
4215,6,3,1,10,5,1,0,0,0,1,0,0,0,1,0,1,0
9625,1,4,1,8,0,0,1,0,0,1,0,0,0,0,1,1,0
3065,1,0,0,17,5,0,0,1,0,1,0,0,0,0,1,0,1
1968,4,2,1,15,0,0,0,1,0,0,1,1,0,0,0,1,0
190582,1,3,1,13,6,0,0,1,0,1,0,0,1,0,0,1,0
105614,3,3,1,13,0,0,0,1,0,1,0,0,0,1,0,1,0
150994,1,3,1,7,1,0,1,0,0,0,1,1,0,0,0,1,0
65952,0,3,1,15,4,0,1,0,1,0,0,0,0,0,1,1,0
18889,2,1,0,20,5,0,0,1,1,0,0,0,1,0,0,0,1
52178,2,2,1,3,6,0,0,1,0,0,1,0,0,0,1,1,0
2027,2,2,1,15,1,0,0,1,0,1,0,0,0,1,0,1,0
4295,2,4,1,4,0,1,0,0,0,1,0,0,0,0,1,1,0
4111,1,4,1,18,2,1,0,0,0,1,0,0,1,0,0,1,0
471,1,4,1,14,5,0,1,0,1,0,0,0,0,1,0,1,0
95550,5,2,1,17,3,0,1,0,1,0,0,0,1,0,0,1,0
17203,2,0,0,23,2,0,1,0,1,0,0,0,1,0,0,0,1
128722,3,0,1,3,6,0,0,1,0,0,1,1,0,0,0,1,0
7262,4,1,1,12,2,0,1,0,1,0,0,0,1,0,0,1,0
19791,0,2,1,12,1,1,0,0,1,0,0,0,0,1,0,1,0
115354,0,2,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0
197,5,4,1,3,6,1,0,0,0,0,1,1,0,0,0,1,0
146818,5,0,1,22,1,1,0,0,1,0,0,1,0,0,0,1,0
193464,4,1,1,5,0,1,0,0,1,0,0,0,0,0,1,1,0
3904,4,4,1,4,5,0,1,0,0,0,1,0,0,1,0,1,0
19195,6,3,1,2,6,0,1,0,0,0,1,0,0,0,1,1,0
18519,3,2,1,12,1,1,0,0,0,1,0,0,0,0,1,1,0
2248,6,1,1,17,1,1,0,0,0,0,1,0,1,0,0,1,0
1687,5,3,1,12,0,0,0,1,0,0,1,0,1,0,0,1,0
65557,1,2,1,6,6,0,0,1,0,0,1,0,0,0,1,1,0
838,3,4,1,6,3,0,0,1,0,1,0,0,0,0,1,1,0
161161,2,2,1,2,0,0,0,1,0,1,0,1,0,0,0,1,0
18882,0,2,1,0,4,0,0,1,0,1,0,1,0,0,0,1,0
1225,6,4,1,16,3,1,0,0,0,0,1,0,1,0,0,1,0
54004,5,4,1,12,1,0,0,1,1,0,0,0,1,0,0,1,0
13728,1,0,1,12,4,1,0,0,0,1,0,0,0,1,0,1,0
3059,6,2,1,14,3,0,0,1,0,1,0,0,0,0,1,1,0
5410,5,0,1,11,0,0,1,0,1,0,0,0,0,1,0,1,0
6656,2,0,0,19,1,0,0,1,0,0,1,1,0,0,0,0,1
144805,4,1,1,21,6,0,0,1,0,0,1,0,1,0,0,1,0
162651,5,0,1,15,0,1,0,0,0,1,0,1,0,0,0,1,0
5286,4,1,1,20,4,1,0,0,0,1,0,1,0,0,0,1,0
169373,3,2,1,18,3,0,0,1,0,0,1,0,0,0,1,1,0
9020,2,1,0,16,0,0,1,0,0,1,0,0,1,0,0,0,1
12463,1,3,1,5,2,1,0,0,0,0,1,0,1,0,0,1,0
4215,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
69730,1,1,1,21,1,1,0,0,1,0,0,0,0,0,1,1,0
8449,6,4,1,20,1,1,0,0,0,0,1,0,1,0,0,1,0
94085,5,4,1,5,3,1,0,0,0,0,1,0,1,0,0,1,0
15488,1,2,1,8,4,1,0,0,0,0,1,0,0,0,1,1,0
162029,2,2,1,21,4,1,0,0,1,0,0,0,0,1,0,1,0
16440,2,4,1,7,5,1,0,0,0,1,0,0,1,0,0,1,0
17012,1,3,1,2,1,0,0,1,0,0,1,0,1,0,0,1,0
2714,3,4,1,11,3,0,1,0,0,1,0,0,1,0,0,1,0
149948,5,0,1,12,4,0,1,0,0,0,1,1,0,0,0,1,0
18977,3,4,1,9,3,1,0,0,0,1,0,0,0,1,0,1,0
195536,0,3,1,5,1,0,0,1,1,0,0,0,0,0,1,1,0
14805,0,4,1,7,4,1,0,0,1,0,0,0,0,0,1,1,0
2161,0,1,0,22,4,1,0,0,0,0,1,1,0,0,0,0,1
9456,0,2,1,8,3,0,1,0,0,0,1,0,0,0,1,1,0
4653,3,1,0,14,6,0,1,0,1,0,0,1,0,0,0,0,1
3175,4,3,1,23,5,1,0,0,0,0,1,0,0,0,1,1,0
12599,4,3,1,4,6,0,0,1,0,1,0,0,1,0,0,1,0
848,6,0,1,3,5,0,1,0,0,0,1,0,0,1,0,1,0
8417,5,1,1,17,2,0,0,1,0,0,1,1,0,0,0,1,0
4815,6,1,1,23,2,0,0,1,1,0,0,0,1,0,0,1,0
2119,2,2,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0
618,5,1,1,15,2,1,0,0,0,0,1,0,0,1,0,1,0
2651,3,4,1,21,2,0,1,0,0,0,1,0,0,1,0,1,0
152702,2,1,1,17,3,0,1,0,0,0,1,1,0,0,0,1,0
84673,0,0,1,18,3,1,0,0,1,0,0,0,1,0,0,1,0
2091,1,4,1,10,0,1,0,0,1,0,0,1,0,0,0,1,0
99214,0,1,1,4,4,0,1,0,1,0,0,0,0,0,1,1,0
62421,3,4,1,16,4,0,0,1,0,1,0,0,0,0,1,1,0
3041,1,2,1,18,0,1,0,0,0,1,0,0,1,0,0,1,0
4028,4,2,1,11,4,0,1,0,0,0,1,0,1,0,0,1,0
15489,2,2,1,9,5,0,1,0,1,0,0,0,0,0,1,1,0
14496,3,0,0,18,5,0,1,0,0,1,0,0,1,0,0,0,1
481,0,3,1,19,4,0,0,1,1,0,0,0,0,0,1,1,0
3231,6,4,1,14,1,0,0,1,0,0,1,0,1,0,0,1,0
17832,5,3,1,15,2,0,1,0,0,0,1,0,1,0,0,1,0
126203,3,2,1,10,0,0,0,1,1,0,0,1,0,0,0,1,0
1657,0,2,1,3,5,0,1,0,0,1,0,1,0,0,0,1,0
3978,2,3,1,12,0,1,0,0,0,1,0,0,0,0,1,1,0
79240,0,2,1,4,5,1,0,0,0,0,1,0,0,1,0,1,0
78438,0,4,1,16,2,1,0,0,1,0,0,0,0,0,1,1,0
189400,5,0,1,0,4,1,0,0,1,0,0,0,1,0,0,1,0
6452,1,0,0,16,5,1,0,0,0,0,1,0,0,1,0,0,1
335,4,4,1,11,4,0,0,1,0,1,0,0,0,1,0,1,0
13967,2,0,0,5,5,0,1,0,1,0,0,0,0,0,1,0,1
113311,3,2,1,3,2,0,1,0,0,0,1,0,0,0,1,1,0
97169,2,0,1,14,5,0,0,1,0,0,1,0,0,1,0,1,0
348,2,0,0,21,3,0,1,0,1,0,0,1,0,0,0,0,1
8810,6,1,1,15,6,1,0,0,0,0,1,1,0,0,0,1,0
105340,4,1,1,11,4,0,1,0,1,0,0,0,1,0,0,1,0
4125,3,3,1,2,5,0,1,0,0,0,1,0,0,1,0,1,0
4208,4,3,1,20,1,0,1,0,0,1,0,0,1,0,0,1,0
194294,6,0,1,15,2,0,0,1,0,1,0,0,0,0,1,1,0
2204,6,0,1,20,6,1,0,0,1,0,0,1,0,0,0,1,0
12421,6,4,1,23,0,1,0,0,1,0,0,0,0,0,1,1,0
13229,6,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0
250,6,0,1,15,2,0,0,1,0,1,0,0,1,0,0,1,0
148843,0,4,1,11,2,1,0,0,0,1,0,0,1,0,0,1,0
4449,1,1,0,17,6,1,0,0,1,0,0,1,0,0,0,0,1
12527,4,3,1,21,6,1,0,0,0,0,1,0,1,0,0,1,0
4068,1,4,1,2,3,0,1,0,1,0,0,0,0,0,1,1,0
2461,4,2,1,13,3,1,0,0,1,0,0,0,0,0,1,1,0
16365,1,4,1,13,4,1,0,0,0,0,1,1,0,0,0,1,0
82315,5,4,1,5,5,0,1,0,0,1,0,0,0,1,0,1,0
16053,4,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0
19053,3,4,1,5,3,0,1,0,0,0,1,1,0,0,0,1,0
17546,6,3,1,0,4,0,0,1,0,1,0,0,1,0,0,1,0
10988,6,0,1,9,6,1,0,0,0,1,0,1,0,0,0,1,0
17389,4,4,1,2,5,1,0,0,0,1,0,0,0,1,0,1,0
6498,4,2,1,4,5,0,1,0,1,0,0,0,1,0,0,1,0
14259,2,0,0,12,1,1,0,0,0,0,1,1,0,0,0,0,1
116750,1,1,1,22,4,0,1,0,0,0,1,0,0,0,1,1,0
7210,4,1,1,19,5,0,0,1,0,1,0,0,1,0,0,1,0
16450,2,1,1,13,4,0,0,1,0,1,0,1,0,0,0,1,0
185617,4,2,1,23,6,0,1,0,0,1,0,0,0,1,0,1,0
190469,3,0,1,11,1,0,1,0,0,1,0,0,0,0,1,1,0
185738,2,3,1,10,4,1,0,0,1,0,0,0,0,1,0,1,0
55674,5,4,1,6,5,1,0,0,0,0,1,0,0,1,0,1,0
519,6,3,1,7,1,0,0,1,0,0,1,0,0,1,0,1,0
837,4,0,1,14,2,0,1,0,0,0,1,0,0,1,0,1,0
6198,1,4,1,17,4,1,0,0,0,1,0,1,0,0,0,1,0
111976,4,1,1,3,0,0,0,1,1,0,0,1,0,0,0,1,0
4563,1,4,1,0,3,0,0,1,0,0,1,0,0,0,1,1,0
761,1,1,0,1,6,0,0,1,0,0,1,0,0,0,1,0,1
3956,3,0,0,8,0,0,1,0,0,1,0,0,0,0,1,0,1
5474,3,1,0,5,1,1,0,0,1,0,0,1,0,0,0,0,1
6700,6,4,1,8,4,0,0,1,0,1,0,1,0,0,0,1,0
1506,5,4,1,6,4,1,0,0,0,0,1,0,0,0,1,1,0
2029,6,3,1,3,6,0,1,0,0,1,0,0,1,0,0,1,0
139383,3,0,1,18,4,1,0,0,0,1,0,0,0,0,1,1,0
1213,2,2,1,10,5,0,1,0,0,0,1,0,0,0,1,1,0
13686,3,1,0,16,1,1,0,0,1,0,0,0,0,0,1,0,1
15484,0,3,1,20,2,0,0,1,0,0,1,1,0,0,0,1,0
121657,3,0,1,14,4,0,0,1,1,0,0,0,0,0,1,1,0
89308,5,3,1,2,3,1,0,0,0,0,1,0,0,1,0,1,0
4396,4,4,1,5,4,1,0,0,0,0,1,0,0,1,0,1,0
4415,1,2,1,23,4,0,0,1,0,1,0,0,1,0,0,1,0
13356,0,1,1,17,5,0,1,0,0,0,1,0,0,1,0,1,0
14099,3,4,1,20,1,0,1,0,1,0,0,0,0,1,0,1,0
17359,2,0,0,23,3,0,0,1,1,0,0,0,0,1,0,0,1
16275,3,0,0,17,1,0,0,1,0,0,1,0,0,0,1,0,1
8087,0,4,1,23,3,0,1,0,0,1,0,1,0,0,0,1,0
8171,3,0,0,3,1,1,0,0,0,1,0,0,1,0,0,0,1
117,0,0,0,9,5,0,0,1,0,1,0,0,1,0,0,0,1
155260,2,1,1,0,4,1,0,0,1,0,0,1,0,0,0,1,0
104706,4,4,1,20,3,1,0,0,0,0,1,0,1,0,0,1,0
120380,3,0,1,4,5,0,1,0,0,0,1,0,0,1,0,1,0
156392,6,1,1,10,6,0,0,1,0,0,1,1,0,0,0,1,0
64866,0,2,1,3,0,0,1,0,0,1,0,0,0,1,0,1,0
1969,1,4,1,10,5,0,1,0,0,0,1,0,0,0,1,1,0
7898,4,3,1,10,2,0,0,1,1,0,0,0,0,1,0,1,0
13190,3,3,1,6,4,0,0,1,1,0,0,0,0,0,1,1,0
102438,1,2,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0
51723,0,1,1,6,3,0,1,0,0,1,0,1,0,0,0,1,0
4181,4,2,1,22,1,0,1,0,0,1,0,0,1,0,0,1,0
688,3,1,0,15,0,0,1,0,0,1,0,0,0,1,0,0,1
176232,0,2,1,10,0,0,0,1,0,0,1,0,0,0,1,1,0
172875,2,1,1,21,2,0,1,0,0,1,0,0,1,0,0,1,0
130424,2,3,1,20,2,1,0,0,1,0,0,0,1,0,0,1,0
391,0,0,1,11,5,1,0,0,0,1,0,0,0,1,0,1,0
18488,6,1,1,7,6,0,1,0,1,0,0,0,0,1,0,1,0
2587,0,1,0,22,3,0,0,1,0,0,1,1,0,0,0,0,1
1963,3,3,1,16,5,1,0,0,1,0,0,0,0,1,0,1,0
99327,0,4,1,11,0,0,0,1,0,0,1,0,0,1,0,1,0
242,6,2,1,15,2,0,0,1,1,0,0,0,0,1,0,1,0
4946,1,2,1,22,1,0,0,1,0,0,1,0,0,0,1,1,0
4958,6,0,1,9,6,1,0,0,0,0,1,0,1,0,0,1,0
9690,4,2,1,20,3,1,0,0,0,0,1,0,0,1,0,1,0
3928,2,0,0,9,5,0,0,1,0,1,0,0,0,1,0,0,1
197,5,0,1,20,2,0,1,0,1,0,0,1,0,0,0,1,0
9788,3,1,1,23,2,1,0,0,0,1,0,0,0,0,1,1,0
10628,6,1,1,6,1,1,0,0,0,1,0,0,0,1,0,1,0
810,0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
126390,1,0,1,13,1,1,0,0,1,0,0,0,1,0,0,1,0
2648,6,1,1,6,5,1,0,0,0,1,0,1,0,0,0,1,0
4911,5,4,1,23,0,0,1,0,0,0,1,1,0,0,0,1,0
1297,1,4,1,2,6,0,1,0,1,0,0,0,0,1,0,1,0
91764,1,4,1,16,4,0,0,1,1,0,0,0,1,0,0,1,0
158279,1,3,1,18,4,0,1,0,1,0,0,1,0,0,0,1,0
18677,5,2,1,14,4,1,0,0,0,0,1,1,0,0,0,1,0
76096,0,3,1,1,6,1,0,0,0,1,0,0,1,0,0,1,0
12188,2,0,1,18,2,1,0,0,1,0,0,1,0,0,0,1,0
3068,4,3,1,18,5,1,0,0,1,0,0,0,0,0,1,1,0
758,5,1,1,11,3,1,0,0,0,0,1,0,1,0,0,1,0
388,6,3,1,20,4,0,1,0,1,0,0,0,0,0,1,1,0
3501,4,2,1,17,2,0,1,0,0,0,1,0,0,0,1,1,0
2748,1,1,0,10,2,0,1,0,0,0,1,0,0,1,0,0,1
797,2,1,0,6,6,0,0,1,1,0,0,0,0,1,0,0,1
7890,6,4,1,10,0,0,1,0,0,1,0,1,0,0,0,1,0
721,1,4,1,6,6,1,0,0,1,0,0,0,0,0,1,1,0
9548,1,3,1,4,0,0,0,1,1,0,0,0,1,0,0,1,0
13570,1,3,1,23,6,0,0,1,0,0,1,0,0,0,1,1,0
161776,0,2,1,10,5,0,1,0,0,1,0,0,0,1,0,1,0
2002,2,2,1,23,1,1,0,0,1,0,0,0,0,1,0,1,0
145662,2,0,1,15,5,0,0,1,0,1,0,0,0,0,1,1,0
114,1,1,0,8,4,0,1,0,0,1,0,1,0,0,0,0,1
1154,3,3,1,16,1,0,0,1,1,0,0,0,1,0,0,1,0
14511,6,2,1,9,5,0,0,1,0,1,0,1,0,0,0,1,0
14240,5,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0
8667,0,1,0,10,0,0,1,0,0,0,1,1,0,0,0,0,1
18490,2,1,0,5,0,0,0,1,1,0,0,0,1,0,0,0,1
1777,5,2,1,23,0,1,0,0,0,1,0,0,0,0,1,1,0
95526,4,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0
73007,2,4,1,23,0,1,0,0,0,0,1,1,0,0,0,1,0
1924,2,1,0,6,2,0,1,0,0,0,1,0,1,0,0,0,1
157012,6,3,1,16,4,1,0,0,1,0,0,1,0,0,0,1,0
76896,4,2,1,11,1,1,0,0,0,0,1,1,0,0,0,1,0
2127,1,3,1,7,6,1,0,0,1,0,0,0,1,0,0,1,0
138952,2,0,1,22,2,0,1,0,0,1,0,0,1,0,0,1,0
128204,2,3,1,2,1,1,0,0,1,0,0,1,0,0,0,1,0
52897,4,4,1,16,2,0,0,1,0,0,1,0,0,1,0,1,0
4665,1,1,0,18,1,0,1,0,1,0,0,0,1,0,0,0,1
18483,1,0,0,10,5,0,1,0,1,0,0,0,0,0,1,0,1
12470,1,0,0,12,5,1,0,0,1,0,0,0,0,0,1,0,1
2517,6,0,1,22,4,1,0,0,1,0,0,0,0,1,0,1,0
53742,6,1,1,6,0,1,0,0,0,0,1,0,1,0,0,1,0
99316,6,2,1,21,5,1,0,0,0,0,1,0,0,1,0,1,0
12074,4,0,1,13,0,0,0,1,1,0,0,0,1,0,0,1,0
183899,2,3,1,19,5,0,0,1,0,1,0,0,0,1,0,1,0
81697,1,2,1,17,4,0,1,0,0,0,1,0,1,0,0,1,0
92297,0,3,1,0,5,1,0,0,0,1,0,0,0,1,0,1,0
2116,0,0,1,22,3,0,1,0,0,1,0,0,1,0,0,1,0
2100,4,4,1,2,6,0,1,0,1,0,0,0,0,1,0,1,0
59377,3,0,1,6,6,0,0,1,0,1,0,0,0,0,1,1,0
4030,5,1,1,6,6,0,0,1,1,0,0,1,0,0,0,1,0
2025,5,3,1,6,0,1,0,0,0,1,0,0,0,1,0,1,0
2055,0,0,0,14,4,0,1,0,0,1,0,0,1,0,0,0,1
171705,5,1,1,6,5,0,1,0,1,0,0,0,1,0,0,1,0
18518,3,2,1,8,5,1,0,0,0,0,1,1,0,0,0,1,0
105481,0,3,1,11,2,0,1,0,0,0,1,0,1,0,0,1,0
132710,0,0,1,4,6,1,0,0,1,0,0,1,0,0,0,1,0
13367,1,0,1,8,4,0,1,0,1,0,0,1,0,0,0,1,0
4173,5,3,1,1,5,0,0,1,0,1,0,0,0,0,1,1,0
2368,2,4,1,20,0,1,0,0,0,0,1,1,0,0,0,1,0
62381,0,3,1,17,3,1,0,0,0,1,0,0,0,0,1,1,0
15629,5,1,1,5,4,1,0,0,0,1,0,1,0,0,0,1,0
4591,0,3,1,21,2,0,1,0,0,0,1,0,1,0,0,1,0
78025,2,3,1,9,3,1,0,0,0,0,1,0,0,0,1,1,0
151380,2,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0
3298,4,4,1,3,4,0,1,0,0,1,0,0,1,0,0,1,0
7396,0,2,1,11,2,0,1,0,1,0,0,1,0,0,0,1,0
1635,4,3,1,21,1,1,0,0,0,0,1,1,0,0,0,1,0
148186,4,1,1,1,2,1,0,0,0,0,1,0,0,0,1,1,0
198,2,1,1,9,1,1,0,0,0,1,0,0,0,1,0,1,0
2130,3,3,1,13,5,0,0,1,0,1,0,0,1,0,0,1,0
547,4,4,1,5,6,1,0,0,1,0,0,1,0,0,0,1,0
168364,0,4,1,4,0,0,1,0,1,0,0,0,1,0,0,1,0
124877,1,1,1,13,2,0,0,1,0,0,1,0,1,0,0,1,0
11507,5,2,1,14,3,0,0,1,0,0,1,0,1,0,0,1,0
11580,2,1,0,19,5,0,0,1,0,0,1,0,0,0,1,0,1
3633,1,0,0,21,4,0,1,0,0,1,0,0,0,0,1,0,1
3757,3,2,1,21,0,1,0,0,1,0,0,0,0,1,0,1,0
52048,3,3,1,16,0,1,0,0,0,0,1,0,0,1,0,1,0
13820,1,4,1,8,1,1,0,0,1,0,0,0,1,0,0,1,0
4425,6,4,1,19,3,0,0,1,0,1,0,0,0,1,0,1,0
152620,2,1,1,2,5,1,0,0,1,0,0,0,0,1,0,1,0
15332,1,2,1,9,4,1,0,0,1,0,0,0,1,0,0,1,0
110060,2,2,1,16,4,0,1,0,0,1,0,0,0,0,1,1,0
10610,1,3,1,21,2,1,0,0,0,1,0,0,0,1,0,1,0
136083,4,4,1,13,5,0,1,0,0,1,0,1,0,0,0,1,0
14494,4,3,1,7,0,0,0,1,0,1,0,1,0,0,0,1,0
7230,6,3,1,22,6,0,0,1,1,0,0,0,1,0,0,1,0
13009,4,2,1,13,2,0,0,1,0,0,1,0,1,0,0,1,0
185324,6,4,1,17,6,1,0,0,0,0,1,0,0,0,1,1,0
15152,2,4,1,8,1,0,1,0,0,1,0,0,1,0,0,1,0
12804,6,0,1,20,4,0,1,0,0,0,1,1,0,0,0,1,0
67587,1,0,1,18,1,0,1,0,0,1,0,0,1,0,0,1,0
18834,3,0,0,9,4,1,0,0,1,0,0,0,0,1,0,0,1
91897,3,3,1,5,5,0,0,1,0,1,0,0,1,0,0,1,0
104672,0,0,1,12,4,0,0,1,0,1,0,0,0,0,1,1,0
4758,3,1,0,17,4,1,0,0,0,0,1,1,0,0,0,0,1
172721,6,0,1,20,1,0,1,0,1,0,0,0,1,0,0,1,0
193781,2,0,1,16,2,1,0,0,1,0,0,0,1,0,0,1,0
17495,4,4,1,12,3,0,1,0,0,0,1,0,0,0,1,1,0
1361,4,3,1,17,3,1,0,0,0,1,0,1,0,0,0,1,0
16911,0,0,0,22,4,0,1,0,0,1,0,1,0,0,0,0,1
85412,4,0,1,21,3,0,1,0,0,1,0,1,0,0,0,1,0
150326,6,2,1,11,0,0,0,1,0,0,1,0,1,0,0,1,0
13607,0,4,1,9,5,0,1,0,0,1,0,0,0,1,0,1,0
13875,5,3,1,22,6,1,0,0,0,1,0,0,0,1,0,1,0
131861,2,0,1,0,2,0,1,0,0,1,0,0,1,0,0,1,0
182536,6,4,1,22,5,1,0,0,0,0,1,0,0,0,1,1,0
11393,4,4,1,23,6,1,0,0,0,1,0,0,0,1,0,1,0
165212,1,4,1,14,3,1,0,0,1,0,0,0,1,0,0,1,0
113164,3,0,1,5,6,0,1,0,0,1,0,0,0,1,0,1,0
163950,0,0,1,18,3,1,0,0,0,1,0,0,0,1,0,1,0
2955,6,2,1,1,5,0,1,0,1,0,0,0,0,1,0,1,0
8317,0,1,0,20,4,0,1,0,1,0,0,0,0,0,1,0,1
4863,4,1,1,3,2,0,1,0,0,0,1,0,1,0,0,1,0
58693,1,2,1,16,4,0,0,1,1,0,0,0,1,0,0,1,0
109672,3,2,1,3,4,0,1,0,1,0,0,0,0,0,1,1,0
7122,1,0,1,11,5,0,1,0,0,1,0,0,1,0,0,1,0
1028,4,2,1,16,2,0,0,1,0,0,1,0,0,0,1,1,0
72184,0,0,1,6,5,0,0,1,0,0,1,0,1,0,0,1,0
179,3,1,0,6,5,1,0,0,1,0,0,0,0,0,1,0,1
19361,5,3,1,13,5,1,0,0,0,1,0,1,0,0,0,1,0
97818,1,2,1,3,2,0,1,0,0,1,0,0,0,0,1,1,0
13147,2,0,1,23,4,0,0,1,0,1,0,1,0,0,0,1,0
9422,0,0,1,8,0,0,0,1,0,1,0,0,0,1,0,1,0
122800,0,4,1,7,3,1,0,0,1,0,0,0,0,1,0,1,0
14607,2,0,0,13,2,0,1,0,0,1,0,0,0,0,1,0,1
120401,4,3,1,19,6,0,0,1,0,0,1,0,0,0,1,1,0
81836,3,4,1,7,3,0,1,0,0,0,1,0,1,0,0,1,0
140131,1,0,1,9,1,0,0,1,0,0,1,0,1,0,0,1,0
18273,4,1,1,8,2,0,0,1,0,1,0,0,0,1,0,1,0
11813,6,3,1,17,3,0,1,0,0,1,0,0,1,0,0,1,0
74948,2,2,1,19,4,0,0,1,0,0,1,0,0,1,0,1,0
190510,4,3,1,8,4,0,1,0,1,0,0,0,1,0,0,1,0
104504,1,1,1,18,1,0,1,0,0,1,0,0,1,0,0,1,0
15142,6,2,1,16,4,0,1,0,0,1,0,0,0,1,0,1,0
17648,3,4,1,23,5,0,0,1,0,0,1,0,0,1,0,1,0
91607,2,2,1,22,3,1,0,0,1,0,0,1,0,0,0,1,0
167889,5,4,1,9,3,0,1,0,0,0,1,1,0,0,0,1,0
4560,5,0,1,2,3,0,0,1,0,0,1,0,0,1,0,1,0
118857,3,3,1,22,0,0,0,1,0,1,0,0,0,0,1,1,0
179608,0,3,1,3,5,0,1,0,0,0,1,0,0,1,0,1,0
19797,5,0,1,20,3,0,1,0,0,0,1,0,0,0,1,1,0
55221,2,2,1,2,5,0,1,0,1,0,0,1,0,0,0,1,0
75010,2,3,1,12,5,0,0,1,0,1,0,1,0,0,0,1,0
12021,3,0,0,14,4,1,0,0,0,0,1,0,0,1,0,0,1
162388,2,4,1,1,3,0,0,1,1,0,0,0,0,1,0,1,0
56532,2,4,1,11,6,0,1,0,0,0,1,0,0,1,0,1,0
7353,1,2,1,10,5,0,0,1,1,0,0,1,0,0,0,1,0
1046,1,3,1,12,2,0,0,1,0,0,1,0,0,0,1,1,0
1374,5,4,1,10,5,0,1,0,1,0,0,0,0,1,0,1,0
